district,furnished,ac,kitchen,age,street_width,area,wc,livings,beds,price,year,month,total_rooms
حي الريان,0,0,0,0,5,200,4,2,5,35000,2023,3,11
حي النسيم,0,0,1,0,45,210,3,1,4,35000,2023,3,8
حي الرياض,0,0,1,5,20,200,3,1,4,35000,2023,3,8
حي ابرق الرغامة,0,0,1,3,16,300,3,1,4,35000,2023,3,8
حي الروضة,0,0,1,8,15,150,2,1,3,35000,2023,3,6
حي السنابل,0,0,1,5,5,20,3,0,5,35000,2023,3,8
حي الربوة,0,0,1,20,12,150,2,1,4,35000,2023,3,7
حي الروضة,0,0,1,0,5,200,3,1,4,35000,2023,3,8
حي الياقوت,0,1,1,7,16,150,3,2,5,35000,2023,3,10
حي الهدى,0,0,1,4,25,250,3,1,5,35000,2023,3,9
حي المروة,0,0,1,7,20,250,3,1,5,35000,2023,3,9
حي الروضة,0,1,1,4,20,110,2,1,3,35000,2023,3,6
حي الزمرد,0,0,0,0,16,200,3,1,4,35000,2023,3,8
حي المحمدية,0,0,1,20,15,141,3,1,3,35000,2023,3,7
حي المروة,0,0,1,8,15,160,3,1,5,35000,2023,3,9
حي المنتزه,0,0,0,9,15,250,3,1,5,35000,2023,3,9
حي الفلاح,0,0,1,0,15,190,3,1,6,35000,2023,3,10
حي الحمدانية,0,0,0,0,4,195,5,1,4,35000,2023,3,10
حي الزهراء,0,0,1,6,5,110,2,1,2,35000,2023,3,5
أخرى,0,0,0,0,5,150,5,1,5,35000,2023,3,11
حي المروة,0,0,1,0,19,250,3,0,5,35000,2023,3,8
حي المروة,0,0,1,9,18,250,3,1,5,35000,2023,3,9
حي مريخ,0,0,1,0,15,150,2,1,4,35000,2023,3,7
حي المروة,0,0,1,8,5,200,3,0,5,35000,2023,3,8
حي الياقوت,0,0,1,0,15,200,3,1,5,35000,2023,3,9
حي الرحمانية,0,0,1,2,5,264,3,1,5,35000,2023,3,9
أخرى,0,0,1,10,5,250,3,1,5,35000,2023,3,9
حي الربوة,0,0,0,0,25,160,3,1,5,35000,2023,3,9
حي الصوارى,0,1,1,0,17,150,3,1,3,35000,2023,3,7
حي النهضة,0,0,1,13,1,100,2,1,3,35000,2023,3,6
حي الصالحية,0,0,0,5,17,200,3,2,5,35000,2023,3,10
حي الشراع,0,0,1,2,20,120,2,1,3,35000,2023,3,6
حي الرحاب,0,1,1,25,5,150,3,1,4,35000,2023,3,8
حي ام حبلين,0,0,1,4,5,291,3,1,5,35000,2023,3,9
حي المروة,0,0,1,6,20,250,3,1,5,35000,2023,3,9
حي الحمدانية,0,0,1,6,15,200,3,1,5,35000,2023,3,9
حي الصوارى,0,1,1,0,20,120,3,1,3,35000,2023,3,7
حي المنتزه,0,0,1,8,5,400,3,2,5,35000,2023,3,10
حي الزمرد,0,0,1,0,16,150,4,2,5,35000,2023,3,11
حي مريخ,0,0,0,0,25,155,3,2,4,35000,2023,3,9
حي السلامة,0,0,1,10,12,220,3,1,5,35000,2023,3,9
حي الريان,0,0,1,4,5,190,3,1,5,35000,2023,3,9
حي الفيصلية,0,0,0,25,5,160,2,2,4,35000,2023,3,8
حي السنابل,0,0,1,2,5,200,3,1,5,35000,2023,3,9
حي الزهراء,0,0,1,23,15,160,3,1,3,35000,2023,3,7
حي الزهراء,0,1,1,20,12,120,2,1,2,35000,2023,3,5
حي ابحر الجنوبية,0,1,1,5,21,100,3,1,3,35000,2023,3,7
حي المرجان,0,0,1,29,5,120,2,0,3,35000,2023,3,5
حي المروة,0,1,1,5,25,100,2,1,4,35000,2023,3,7
حي الفلاح,0,0,0,0,20,180,3,1,5,35000,2023,3,9
حي الصالحية,0,0,1,0,16,250,3,1,5,35000,2023,3,9
حي مريخ,0,0,0,2,15,180,4,1,5,36000,2023,3,10
حي الحمدانية,0,0,0,0,16,170,3,1,4,36000,2023,3,8
حي الواحة,0,0,0,0,5,133,3,1,4,36000,2023,3,8
حي الصفا,0,0,1,10,15,150,3,1,5,36000,2023,3,9
حي النخيل,0,0,0,10,5,226,3,1,5,36000,2023,3,9
حي النسيم,1,1,1,12,25,190,3,1,5,36000,2023,3,9
حي الرحمانية,0,0,1,3,15,325,3,1,5,36000,2023,3,9
حي الاميرعبدالمجيد,0,0,1,1,39,130,3,1,4,36000,2023,3,8
حي الواحة,0,0,1,0,21,130,3,1,4,36000,2023,3,8
حي الواحة,1,0,1,0,20,130,3,1,4,36000,2023,3,8
حي مريخ,0,0,0,0,20,225,4,1,5,36000,2023,3,10
حي العزيزية,0,1,1,15,5,169,3,1,4,36000,2023,3,8
حي الروضة,0,0,1,2,15,120,2,1,3,36000,2023,3,6
حي النعيم,0,0,1,8,15,200,3,1,4,36000,2023,3,8
حي الصفا,0,0,1,14,15,200,3,1,5,36000,2023,3,9
حي مريخ,0,0,0,1,1,95,3,1,5,36000,2023,3,9
حي النعيم,0,0,1,8,5,200,3,1,3,36000,2023,3,7
حي السلامة,0,0,1,8,5,200,2,1,4,36000,2023,3,7
حي المنار,0,0,0,5,17,185,3,1,5,36000,2023,3,9
حي ابرق الرغامة,0,0,1,3,16,300,3,1,4,36000,2023,3,8
حي النزهة,1,1,1,4,5,100,2,1,3,37000,2023,3,6
حي الفيصلية,0,1,1,14,6,144,2,1,3,37000,2023,3,6
حي المروة,0,0,1,3,5,116,3,1,4,37000,2023,3,8
حي السلامة,0,1,1,0,17,100,2,1,3,37000,2023,3,6
حي الزهراء,0,0,1,5,11,130,1,1,4,37000,2023,3,6
حي الصالحية,0,1,1,2,26,400,4,1,6,37000,2023,3,11
حي الصفا,0,0,1,21,5,300,3,1,5,37000,2023,3,9
حي الواحة,0,0,1,0,5,124,3,1,4,37000,2023,3,8
حي السلامة,0,0,0,11,17,180,4,1,4,37000,2023,3,9
حي الحمدانية,0,0,0,0,16,170,3,1,4,38000,2023,3,8
حي المروة,0,0,0,7,11,170,3,1,5,38000,2023,3,9
حي المروة,0,0,1,9,16,220,4,1,5,38000,2023,3,10
حي الواحة,0,0,1,0,40,160,3,1,5,38000,2023,3,9
حي الصفا,0,0,1,20,5,200,3,1,6,38000,2023,3,10
حي ابرق الرغامة,0,0,1,4,30,250,3,1,1,38000,2023,3,5
حي المروة,0,0,1,12,20,200,3,1,5,38000,2023,3,9
حي الرويس,0,1,1,8,15,80,2,1,2,38000,2023,3,5
حي الواحة,0,0,1,4,13,180,3,1,5,38000,2023,3,9
حي الزهراء,0,0,1,8,16,180,3,1,4,38000,2023,3,8
حي المروة,0,0,0,5,19,200,3,1,2,38000,2023,3,6
حي ابحر الشمالية,0,0,0,0,5,114,4,1,5,38000,2023,3,10
حي المنار,0,0,1,3,25,200,4,2,6,38000,2023,3,12
حي بني مالك,0,0,0,7,14,180,3,1,5,38000,2023,3,9
حي الروضة,0,0,1,10,11,140,3,1,4,38000,2023,3,8
حي بني مالك,0,1,1,5,16,140,3,1,3,38000,2023,3,7
حي المنار,0,0,0,4,15,210,4,1,6,38000,2023,3,11
حي اللؤلؤ,1,1,1,0,25,250,3,1,3,38000,2023,3,7
حي طيبة,0,0,1,3,10,300,3,1,3,38000,2023,3,7
حي بني مالك,0,0,0,10,5,180,4,1,5,38000,2023,3,10
حي الحمدانية,0,0,1,0,16,180,4,1,4,38000,2023,3,9
حي ام السلم,0,0,0,0,42,230,4,1,6,38000,2023,3,11
حي الحمدانية,0,0,0,0,41,197,5,2,5,38500,2023,3,12
حي الصفا,0,0,0,4,16,150,4,1,5,39000,2023,3,10
حي المنار,0,1,1,0,18,120,4,1,4,39500,2023,3,9
حي الواحة,0,0,1,2,20,200,3,1,5,39990,2023,3,9
حي الواحة,0,0,0,5,5,250,3,0,5,39990,2023,3,8
حي الواحة,0,0,1,9,6,200,3,1,5,39990,2023,3,9
حي الواحة,1,1,1,1,15,160,3,1,5,40000,2023,3,9
حي الواحة,0,0,0,1,5,209,5,1,5,40000,2023,3,11
حي مريخ,1,1,1,3,15,136,3,1,4,40000,2023,3,8
حي ابحر الجنوبية,0,0,1,0,5,124,2,2,5,40000,2023,3,9
حي المروة,0,0,0,2,5,170,4,1,4,40000,2023,3,9
حي النزهة,0,0,0,0,5,90,2,1,2,40000,2023,3,5
حي الصالحية,0,0,1,0,5,199,3,0,4,40000,2023,3,7
حي النزهة,0,0,1,10,5,200,5,1,6,40000,2023,3,12
حي الواحة,0,0,1,0,5,130,3,1,4,40000,2023,3,8
حي الريان,0,0,1,0,5,230,4,1,6,40000,2023,3,11
حي المنتزه,0,1,1,10,5,400,3,1,7,40000,2023,3,11
حي الواحة,0,0,0,1,21,210,5,1,5,40000,2023,3,11
حي الياقوت,0,0,1,1,20,225,4,2,4,40000,2023,3,10
حي الشراع,0,0,1,0,35,178,3,1,4,40000,2023,3,8
حي الشراع,0,0,0,0,15,145,3,1,4,40000,2023,3,8
حي المروة,0,0,1,0,12,170,3,1,5,40000,2023,3,9
حي طيبة,0,0,1,0,1,200,3,1,5,40000,2023,3,9
حي المروة,0,1,1,14,16,230,4,2,5,40000,2023,3,11
حي المروة,0,0,1,20,16,245,3,1,4,40000,2023,3,8
حي الواحة,0,0,1,4,14,220,4,1,5,40000,2023,3,10
حي النعيم,0,1,1,36,15,300,3,2,4,40000,2023,3,9
حي الواحة,0,0,1,0,20,170,3,1,5,40000,2023,3,9
حي الريان,0,0,1,0,5,190,4,1,5,40000,2023,3,10
حي الفيصلية,0,0,1,15,10,180,3,1,5,40000,2023,3,9
حي الزمرد,0,0,1,1,21,210,3,1,5,40000,2023,3,9
حي الحمدانية,1,1,1,1,5,225,4,1,6,40000,2023,3,11
حي النزهة,0,0,0,0,20,170,3,1,5,40000,2023,3,9
حي المروة,0,0,0,10,5,230,3,1,6,40000,2023,3,10
حي النسيم,0,0,1,13,20,200,4,1,5,40000,2023,3,10
حي المروة,0,0,0,0,5,144,3,2,5,40000,2023,3,10
حي الحمدانية,0,0,1,0,25,241,4,1,5,40000,2023,3,10
حي الريان,1,1,1,2,20,150,2,1,4,40000,2023,3,7
حي الروضة,0,0,1,18,15,200,3,1,5,40000,2023,3,9
حي الصفا,0,1,1,7,30,125,3,1,4,40000,2023,3,8
حي الصالحية,0,0,1,0,37,260,3,1,5,40000,2023,3,9
حي الريان,0,1,1,0,5,170,2,1,4,40000,2023,3,7
حي الحمدانية,0,0,1,0,10,194,5,1,5,40000,2023,3,11
حي الحمدانية,0,0,1,0,10,194,5,1,6,40000,2023,3,12
حي الريان,0,0,1,0,5,250,4,1,5,40000,2023,3,10
حي الواحة,1,1,1,5,14,180,4,1,5,40000,2023,3,10
حي الصوارى,0,0,1,0,21,160,4,1,5,40000,2023,3,10
حي الصفا,0,0,1,8,15,250,3,1,5,40000,2023,3,9
حي الواحة,0,1,1,5,5,184,2,1,4,40000,2023,3,7
حي المروة,0,1,1,10,5,250,3,2,7,40000,2023,3,12
حي البساتين,1,1,1,9,32,80,1,1,2,40000,2023,3,4
حي المروة,0,0,1,10,40,160,2,2,4,40000,2023,3,8
حي السلامة,0,1,0,25,25,160,2,1,4,40000,2023,3,7
حي الحمراء,0,1,1,8,25,150,2,1,2,40000,2023,3,5
حي النعيم,0,1,1,13,18,205,3,1,5,40000,2023,3,9
حي الصوارى,0,0,0,0,5,250,4,1,7,40000,2023,3,12
حي المروة,0,0,0,3,5,131,3,1,4,40000,2023,3,8
حي الواحة,0,0,1,7,21,240,4,1,5,42000,2023,3,10
حي المنار,0,1,1,5,20,170,2,1,4,42000,2023,3,7
حي المروة,0,1,1,12,16,250,4,1,5,42000,2023,3,10
حي الرحاب,0,0,0,0,25,170,3,1,5,42000,2023,3,9
حي طيبة,0,1,1,5,16,190,4,1,5,42000,2023,3,10
حي السلامة,0,0,0,9,5,204,4,2,3,42000,2023,3,9
حي الروضة,0,1,1,5,26,200,2,1,3,42000,2023,3,6
حي الصفا,0,0,1,23,16,245,3,1,5,42000,2023,3,9
حي السلامة,1,1,1,8,20,150,2,1,2,43000,2023,3,5
حي النهضة,0,0,1,5,5,150,4,1,5,43000,2023,3,10
حي السلامة,0,0,1,7,18,200,3,1,5,43000,2023,3,9
حي الواحة,0,0,1,2,5,220,4,1,6,43000,2023,3,11
حي السلامة,0,0,1,15,10,170,3,1,6,43000,2023,3,10
حي المحمدية,0,0,1,10,25,250,3,1,5,43000,2023,3,9
حي الصفا,0,0,1,8,13,220,4,1,6,43000,2023,3,11
حي الزهراء,0,0,1,8,33,300,4,1,6,44000,2023,3,11
حي الواحة,0,0,1,0,15,229,5,1,6,45000,2023,3,12
حي المروة,0,0,0,9,5,220,4,1,6,45000,2023,3,11
حي المروة,0,0,0,13,12,260,3,1,5,45000,2023,3,9
حي الزهراء,0,0,1,20,24,200,3,1,5,45000,2023,3,9
حي النسيم,0,0,1,7,17,168,4,1,5,45000,2023,3,10
حي السلامة,1,1,1,3,16,70,2,2,2,45000,2023,3,6
حي الزهراء,0,0,0,2,15,180,3,2,3,45000,2023,3,8
حي المروة,0,0,0,10,5,250,5,1,6,45000,2023,3,12
حي طيبة,0,0,1,5,20,202,2,2,3,45000,2023,3,7
حي طيبة,0,0,1,0,10,100,3,1,6,45000,2023,3,10
حي النزهة,0,0,1,0,15,175,3,1,5,45000,2023,3,9
حي الريان,0,0,1,0,15,225,4,1,5,45000,2023,3,10
حي طيبة,1,1,1,0,16,200,4,1,5,45000,2023,3,10
حي الصالحية,0,1,1,19,17,260,2,2,4,45000,2023,3,8
حي المروة,0,0,1,0,15,180,4,1,5,45000,2023,3,10
حي النهضة,0,0,1,10,5,200,4,1,5,45000,2023,3,10
حي النهضة,0,0,1,10,20,180,3,1,4,45000,2023,3,8
حي الفيحاء,0,0,0,0,5,165,3,1,5,45000,2023,3,9
حي السلامة,0,0,1,9,14,200,4,1,5,45000,2023,3,10
حي طيبة,0,1,1,0,20,230,3,1,4,45000,2023,3,8
حي المروة,0,0,1,0,5,210,4,2,5,45000,2023,3,11
حي مريخ,1,0,1,0,5,200,4,1,5,45000,2023,3,10
حي الروضة,0,0,1,8,5,160,3,1,5,45000,2023,3,9
حي الحمدانية,0,0,0,0,5,195,5,1,7,45000,2023,3,13
حي المروة,0,0,1,0,20,250,3,1,5,45000,2023,3,9
حي المرجان,0,1,1,4,5,160,3,1,5,45000,2023,3,9
حي الصفا,0,1,1,8,20,200,4,1,5,45000,2023,3,10
حي الروضة,0,1,1,5,4,75,2,1,2,45000,2023,3,5
حي السلامة,0,0,1,0,17,140,3,1,4,45000,2023,3,8
حي الروضة,0,0,1,8,15,160,3,1,5,45000,2023,3,9
حي المروة,0,1,1,7,20,330,5,3,6,45000,2023,3,14
حي الصفا,0,0,1,2,1,165,3,1,5,45000,2023,3,9
حي المروة,0,0,0,4,32,220,4,1,5,45000,2023,3,10
حي الرويس,0,1,1,5,13,150,3,1,3,45000,2023,3,7
حي الحمدانية,0,0,1,7,5,370,5,1,7,45000,2023,3,13
حي الصوارى,0,0,1,0,5,220,4,1,5,45000,2023,3,10
حي المروة,0,0,0,4,5,225,4,2,5,45000,2023,3,11
حي النعيم,0,0,1,20,25,300,4,2,5,45000,2023,3,11
حي الروضة,0,0,0,3,5,176,4,1,4,45000,2023,3,9
حي مريخ,0,0,1,0,15,220,4,1,5,45000,2023,3,10
حي الزهراء,0,0,1,0,15,170,3,3,3,45000,2023,3,9
حي بني مالك,0,0,0,0,25,177,3,1,5,45000,2023,3,9
حي المروة,0,1,1,0,5,160,2,1,3,45000,2023,3,6
حي الفيحاء,0,0,1,2,5,161,4,1,5,45000,2023,3,10
حي السلامة,0,0,1,11,15,180,3,1,5,45000,2023,3,9
حي الروضة,0,0,1,20,15,245,4,2,5,45000,2023,3,11
حي الصوارى,0,1,1,0,30,130,3,1,4,45000,2023,3,8
حي الروضة,0,0,1,6,5,120,3,1,3,45000,2023,3,7
حي النزهة,0,1,1,1,5,146,4,1,4,45000,2023,3,9
حي بني مالك,0,0,1,14,5,190,4,1,5,45000,2023,3,10
حي الربوة,0,1,1,9,5,200,3,2,5,45000,2023,3,10
حي الفيصلية,0,0,1,0,15,180,3,2,5,45000,2023,3,10
حي المروة,0,0,1,8,20,280,4,1,5,46000,2023,3,10
حي طيبة,0,0,0,0,5,243,4,1,5,46000,2023,3,10
حي النزهة,0,0,1,6,15,240,4,1,5,46000,2023,3,10
حي الروضة,0,0,1,0,5,170,3,1,4,46000,2023,3,8
حي الروضة,0,0,1,0,5,140,2,1,3,46000,2023,3,6
حي الروضة,0,0,1,0,5,125,3,1,4,47000,2023,3,8
حي النزهة,0,0,0,0,12,147,4,1,4,47000,2023,3,9
حي النزهة,0,0,0,3,18,180,4,0,5,48000,2023,3,9
حي الروضة,0,1,1,15,5,200,3,2,3,48000,2023,3,8
حي بني مالك,0,0,1,7,5,220,4,2,6,48000,2023,3,12
حي الروضة,0,0,1,25,25,250,4,1,5,48000,2023,3,10
حي المنتزه,0,1,1,4,15,170,4,1,5,48000,2023,3,10
حي المروة,0,0,0,9,20,270,5,1,5,48000,2023,3,11
حي الحمدانية,0,0,1,0,5,241,4,1,4,48000,2023,3,9
حي الحمدانية,0,0,1,0,25,243,4,1,5,48000,2023,3,10
حي بني مالك,0,0,1,8,18,240,4,2,5,48000,2023,3,11
حي السلامة,0,1,1,5,20,120,4,1,3,48000,2023,3,8
حي المروة,0,0,1,0,20,185,4,1,5,48000,2023,3,10
حي الصوارى,0,0,1,0,15,170,3,3,4,48000,2023,3,10
حي المروة,1,0,1,7,15,240,5,1,5,48000,2023,3,11
حي الورود,0,0,1,1,5,200,3,1,5,48000,2023,3,9
حي السلامة,0,1,1,3,20,160,3,1,5,49000,2023,3,9
حي مشرفة,1,1,1,20,20,240,2,2,2,49000,2023,3,6
حي النزهة,0,0,0,5,16,250,2,1,5,49990,2023,3,8
حي النزهة,0,0,0,6,5,250,2,1,5,49990,2023,3,8
حي النزهة,0,0,1,9,15,250,2,1,5,49990,2023,3,8
حي النزهة,0,0,1,7,20,250,4,2,5,49990,2023,3,11
حي المروة,0,0,0,0,20,170,4,1,5,50000,2023,3,10
حي الحمدانية,0,0,0,0,32,232,5,1,7,50000,2023,3,13
حي ابحر الجنوبية,0,0,1,3,5,300,5,1,5,50000,2023,3,11
حي السلامة,0,0,1,7,15,250,4,1,5,50000,2023,3,10
حي مشرفة,0,0,1,0,20,289,4,1,5,50000,2023,3,10
حي الصفا,0,0,1,0,55,194,4,1,5,50000,2023,3,10
حي السلامة,1,1,1,2,13,60,2,1,2,50000,2023,3,5
حي الصفا,1,1,1,2,15,190,4,1,5,50000,2023,3,10
حي المروة,0,0,1,0,5,160,3,1,4,50000,2023,3,8
حي الريان,0,1,0,0,5,214,4,2,5,50000,2023,3,11
حي العزيزية,0,0,1,0,12,150,4,1,5,50000,2023,3,10
حي العزيزية,0,0,1,0,16,160,3,0,5,50000,2023,3,8
حي الروضة,0,1,1,4,15,140,4,1,4,50000,2023,3,9
حي العزيزية,0,0,1,0,14,150,3,0,5,50000,2023,3,8
حي الروضة,0,1,1,10,12,150,2,1,4,50000,2023,3,7
حي الفيحاء,0,1,1,10,20,80,1,1,1,50000,2023,3,3
حي المروة,0,0,0,9,5,250,5,2,5,50000,2023,3,12
حي الروضة,0,1,1,6,15,150,4,1,4,50000,2023,3,9
حي الروضة,0,1,1,6,25,120,5,2,5,50000,2023,3,12
حي الصوارى,0,0,0,0,20,190,3,1,5,50000,2023,3,9
حي الحمدانية,0,0,0,0,20,241,4,1,6,50000,2023,3,11
حي طيبة,0,0,0,0,16,380,4,1,5,50000,2023,3,10
حي المروة,0,0,0,10,30,250,4,2,5,50000,2023,3,11
حي الفيحاء,0,0,1,0,32,170,4,1,5,50000,2023,3,10
حي الحمراء,0,0,1,5,12,190,4,1,4,50000,2023,3,9
حي الشراع,0,0,1,3,16,198,4,1,6,50000,2023,3,11
حي الحمراء,0,0,1,6,9,190,3,1,4,50000,2023,3,8
حي النهضة,0,1,1,12,15,140,3,0,4,50000,2023,3,7
حي الربوة,0,0,1,10,5,220,3,1,6,50000,2023,3,10
حي الصفا,0,0,1,15,14,200,4,0,5,50000,2023,3,9
حي الواحة,0,0,1,0,5,220,4,1,5,50000,2023,3,10
حي ام حبلين,0,0,1,0,7,211,5,1,5,51000,2023,3,11
حي الزهراء,1,1,1,2,32,52,2,1,1,52000,2023,3,4
حي الزهراء,0,0,1,8,16,220,3,1,5,52000,2023,3,9
حي الزهراء,1,0,1,3,36,53,2,1,1,52000,2023,3,4
حي الزهراء,0,1,0,10,5,180,4,1,5,53000,2023,3,10
حي المروة,0,1,1,8,30,320,4,1,6,54000,2023,3,11
حي الصوارى,0,1,1,0,5,250,4,2,6,55000,2023,3,12
حي المروة,1,1,1,7,20,110,3,1,4,55000,2023,3,8
حي الربوة,0,0,0,0,17,230,4,1,7,55000,2023,3,12
حي الروضة,0,0,1,0,15,200,4,1,5,55000,2023,3,10
حي الحمدانية,0,0,1,0,5,170,4,2,7,55000,2023,3,13
حي الواحة,0,1,1,2,25,148,3,1,5,55000,2023,3,9
حي المروة,0,0,1,5,18,250,5,2,3,55000,2023,3,10
حي المحمدية,0,0,0,0,30,180,2,1,3,55000,2023,3,6
حي السلامة,0,0,1,9,22,220,4,1,5,55000,2023,3,10
حي الحمراء,0,1,1,7,5,156,3,1,4,55000,2023,3,8
حي الورود,0,0,0,5,32,180,4,2,5,55000,2023,3,11
حي الزهراء,0,0,1,0,15,130,3,1,4,55000,2023,3,8
حي النزهة,0,0,1,5,15,200,4,1,5,55000,2023,3,10
حي المروة,0,0,1,9,20,180,4,2,5,55000,2023,3,11
حي الروضة,0,0,1,6,15,200,4,1,5,55000,2023,3,10
حي السلامة,0,1,1,0,20,170,3,2,3,55000,2023,3,8
حي الحمراء,0,0,1,26,12,250,3,2,5,55000,2023,3,10
حي الروضة,0,0,1,4,8,200,5,3,2,57000,2023,3,10
حي الحمراء,0,1,1,18,30,220,3,2,4,58000,2023,3,9
حي الصوارى,1,0,1,1,5,170,4,1,5,60000,2023,3,10
حي الصوارى,0,0,0,0,32,253,5,2,4,60000,2023,3,11
حي الحمدانية,1,1,1,0,16,220,4,1,5,60000,2023,3,10
حي النهضة,0,1,1,12,12,185,4,2,4,60000,2023,3,10
حي الروضة,0,0,0,18,15,180,3,1,5,60000,2023,3,9
حي مشرفة,0,0,0,0,5,200,4,1,4,60000,2023,3,9
حي النهضة,0,1,1,7,5,174,4,1,5,60000,2023,3,10
حي السلامة,0,0,0,1,15,165,3,1,6,60000,2023,3,10
حي النزهة,0,1,0,0,5,48,2,1,4,60000,2023,3,7
حي السلامة,0,1,1,0,15,200,4,1,5,60000,2023,3,10
حي الروضة,0,0,1,10,12,180,3,1,5,60000,2023,3,9
حي ابحر الشمالية,0,0,1,0,25,340,4,1,6,60000,2023,3,11
حي المروة,0,0,0,0,20,260,4,1,5,60000,2023,3,10
حي الحمدانية,0,0,1,0,5,241,4,1,5,60000,2023,3,10
حي الزهراء,0,0,0,0,17,185,4,2,4,60000,2023,3,10
حي السلامة,0,0,1,0,17,220,3,1,5,60000,2023,3,9
حي الصفا,0,0,1,0,30,200,4,1,5,60000,2023,3,10
حي الروضة,0,0,1,0,15,190,3,1,5,62000,2023,3,9
حي المرجان,0,0,0,29,8,200,2,1,5,62000,2023,3,8
حي الشاطئ,0,1,1,3,20,170,2,2,2,63000,2023,3,6
حي الزهراء,0,1,1,0,25,200,4,1,5,65000,2023,3,10
حي الزمرد,1,1,1,20,5,176,3,1,3,65000,2023,3,7
حي الزهراء,0,0,1,0,5,209,4,1,7,65000,2023,3,12
حي النهضة,0,0,1,0,16,230,4,1,5,65000,2023,3,10
حي النهضة,1,1,1,0,25,130,2,1,3,65000,2023,3,6
حي الزهراء,0,0,1,0,20,156,4,1,4,65000,2023,3,9
حي الروضة,0,1,1,5,1,85,3,1,3,65000,2023,3,7
حي الفيحاء,0,1,1,4,20,120,2,1,2,65000,2023,3,5
حي النهضة,0,0,1,0,20,180,4,1,4,65000,2023,3,9
حي النهضة,0,0,1,5,20,250,4,1,5,65000,2023,3,10
حي الفيحاء,0,1,1,8,5,150,2,1,2,65000,2023,3,5
حي الزهراء,0,1,1,20,14,200,4,1,5,65000,2023,3,10
حي النهضة,0,0,1,4,20,200,5,1,5,65000,2023,3,11
حي الرويس,0,1,1,0,21,185,5,1,4,65000,2023,3,10
حي الورود,0,0,0,0,30,225,4,3,4,65000,2023,3,11
حي الزهراء,0,0,1,0,16,170,3,2,3,68000,2023,3,8
حي المحمدية,0,1,1,12,5,240,4,1,5,70000,2023,3,10
حي السلامة,0,1,1,0,20,255,3,1,5,70000,2023,3,9
حي الروضة,0,0,1,10,12,250,4,1,7,70000,2023,3,12
حي الروضة,0,1,1,6,5,180,4,1,5,70000,2023,3,10
حي الحمراء,1,0,1,4,15,144,3,1,5,70000,2023,3,9
حي الحمراء,0,0,1,0,5,240,4,1,7,70000,2023,3,12
حي الريان,1,1,1,0,21,173,4,1,5,70000,2023,3,10
حي الفيحاء,0,1,1,9,20,200,4,1,4,75000,2023,3,9
حي الحمدانية,0,0,1,0,16,313,5,1,6,75000,2023,3,12
حي النعيم,0,1,1,5,20,220,5,2,6,75000,2023,3,13
حي النهضة,0,0,0,7,25,200,4,1,5,75000,2023,3,10
حي الربوة,1,1,1,2,5,108,3,1,3,79500,2023,3,7
حي المحمدية,0,1,1,6,20,240,4,1,3,80000,2023,3,8
حي النهضة,0,1,1,7,5,150,4,1,3,80000,2023,3,8
حي الربوة,0,0,1,0,10,180,4,1,7,80000,2023,3,12
حي النهضة,0,1,1,0,21,200,2,2,3,80000,2023,3,7
حي البغدادية الغربية,0,0,1,0,16,125,2,1,3,80000,2023,3,6
حي الروضة,0,1,1,1,12,250,5,1,5,80000,2023,3,11
حي الفيحاء,0,1,1,4,5,160,4,2,3,85000,2023,3,9
حي طيبة,0,0,1,0,14,150,5,1,7,85000,2023,3,13
حي الزهراء,0,1,1,1,21,200,3,2,3,85000,2023,3,8
حي الفيحاء,0,1,1,10,5,242,4,2,3,85000,2023,3,9
حي النهضة,1,1,1,8,10,200,4,2,3,85000,2023,3,9
حي الزهراء,1,1,1,0,5,136,3,2,3,85000,2023,3,8
حي الزهراء,1,1,1,0,12,136,3,1,4,85000,2023,3,8
حي الفيحاء,0,1,1,0,40,303,5,1,5,85000,2023,3,11
حي الفيحاء,0,1,1,4,5,160,4,1,3,85000,2023,3,8
حي النهضة,1,1,1,0,5,90,2,1,3,90000,2023,3,6
حي النهضة,1,1,1,2,15,220,4,2,3,95000,2023,3,9
حي الروضة,0,1,1,5,5,250,5,2,5,95000,2023,3,12
حي الروضة,0,0,1,0,20,220,5,1,4,95000,2023,3,10
حي الحمراء,1,1,1,5,5,115,4,1,5,100000,2023,3,10
حي الشاطئ,0,1,1,3,23,185,4,2,3,105000,2023,3,9
حي الزهراء,0,0,1,7,16,250,4,2,4,110000,2023,3,10
حي السلامة,0,0,1,0,36,167,4,1,3,110000,2023,3,8
حي الروضة,0,1,1,3,16,185,4,2,3,120000,2023,3,9
حي الزمرد,1,1,1,10,5,200,3,1,3,125000,2023,3,7
حي ابحر الجنوبية,0,1,1,5,5,215,4,1,3,130000,2023,3,8
حي الاجاويد,0,0,1,5,32,150,2,1,3,136000,2023,3,6
حي الشاطئ,0,1,1,8,50,180,3,1,2,170000,2023,3,6
حي ابحر الجنوبية,0,1,1,4,60,375,5,2,5,190000,2023,3,12
حي الاجاويد,0,0,0,11,5,200,2,1,4,220000,2023,3,7
حي الريان,1,1,1,1,52,55,1,0,1,10500,2023,4,2
حي الصالحية,0,1,1,2,37,35,1,0,1,13200,2023,4,2
حي الفلاح,0,0,1,10,5,115,2,1,2,16000,2023,4,5
حي الفيصلية,0,0,1,3,14,80,1,1,1,17600,2023,4,3
حي الياقوت,0,0,1,3,5,80,2,1,2,18000,2023,4,5
